language,id,text,file,node,lineNumber,lock,comment
en,line:07825cd,"Fionn: Look, it won't be long before the first night of bidding starts. Find out as much as you can and I'll get you after. We can't be seen together once we're inside.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Result_F,150,053efc9f,
en,line:09cdc0a,Manaia: I won't let you down.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Result_F,153,6ef37eca,
en,line:04a1ebe,Fionn: Good luck.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Result_F,155,c84f0d47,
en,line:03a1a91,"Fionn: Despite everything, I'm glad you're here.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Result_F,156,363fca12,
en,line:0b763bb,Manaia: ...,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Result_F,158,545a2228,
en,line:0f5d477,Manaia: Where to start? I suppose I should check my journal.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,JournalStart,177,5837324f,
en,line:044524e,Press Q to check the journal for objectives.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,JournalStart,179,2553d5f6,
en,line:04bfbe6,Strange Person: I know what you are.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,208,df5674f8,
en,line:0f160c5,"Strange Person: I heard everything, the two of you talking outside.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,209,fc4db251,
en,line:044e745,<i>Crap</i>,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,210,78da1844,
en,line:02af4ab,"Strange Person: You’re foreign intelligence, aren’t you?",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,211,00430a55,Line metadata: lastline
en,line:0f30b69,Manaia: ...,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,212,545a2228,
en,line:036008f,"Strange Person: Ah, Silence.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,214,5135e1ec,
en,line:0e9cd4d,"Strange Person: It’s alright, I’m rather good at reading between the lines.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,215,eb71a027,
en,line:04d4691,"Strange Person: No need to lie, you’ll only embarrass yourself.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,216,92f77890,
en,line:0c69541,Manaia: I'm really not.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,218,580360e2,
en,line:0257698,Manaia: I'm really not.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene2_5,220,580360e2,
en,line:040e7d8,"Strange Person: You’re looking for your partner, right? Your fellow agent?",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,230,40f04948,
en,line:07610c4,Manaia: I’m not a spy.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,232,1a4bfc21,
en,line:062774a,<i> It’s much more complicated than that. </i>,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,233,06737d7e,Line metadata: lastline
en,line:0e63a58,Manaia: We were practising parts for a play.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,234,1e1e533a,
en,line:042c323,Manaia: We were practising parts for a play.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,236,1e1e533a,
en,line:0ced24e,"Strange Person: Of course, of course, you were practising.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,238,4620a7e3,
en,line:04574c2,"<i>If you could see his face, you think he'd be winking right now.</i>",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,239,2120dd9e,
en,line:009f59d,Manaia: I'm a safety inspector. Investigating... the accident.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,241,c52de799,
en,line:030a225,Manaia:I'm a safety inspector. Investigating... the accident.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,243,c5ce06a4,
en,line:01da602,"Strange Person: An inspector, huh? An... undercover inspector?",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,ResultPartner,245,62c4bdbb,
en,line:06084ee,Manaia: Are you going to tell someone?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Cont2_5,253,53bacc3a,
en,line:02dcef7,Manaia: Are you going to tell someone?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Cont2_5,255,53bacc3a,
en,line:0f022a2,Strange Person: Hmm? Why would I?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Cont2_5,257,36a43fc8,
en,line:0279a54,Manaia: What do you want from me?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Cont2_5,259,ddd67e19,
en,line:0543b99,Manaia: What do you want from me?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Cont2_5,261,ddd67e19,
en,line:0fefdd7,Strange Person: I think we should be pals. You and I.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Cont2_5,263,47eb2a1c,
en,line:005c2ca,"Strange Person: To see a professional at work, would be an unmissable opportunity.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,271,09efd250,
en,line:06560cc,Strange Person: For the both of us!,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,272,fd5d1823,
en,line:063f08b,Strange Person: One moment.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,275,49370e7e,
en,line:062bb82,He reaches for your journal.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,276,7e52e526,
en,line:08de669,"Manaia: Wait, what are you—",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,278,c287c59e,
en,line:0c8e39b,"Reaching into one pocket, he pulls out a pen and starts scrawling something on a blank page.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,279,0562ffec,
en,line:0c9501e,"He hands it back. It reads <b>Claude Dupont</b> in large, cursive lettering.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,281,06b6686a,
en,line:0569733,"Claude: My signature. After I release my next novel, this will be priceless.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,283,0d263f3f,
en,line:06bd5b8,Claude: How lucky for us to have met. Espionage is quite a popular genre nowadays.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,284,b9fb0648,
en,line:0b0b702,Claude: You don't mind if I tag along right? For research?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,285,d16e3bf5,
en,line:050af17,<i>Who the hell is this guy?</i>,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,286,d5cc2b30,
en,line:08da2af,Claude: Great! Don't mind me. Act as if I'm not even here.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Complete2_5,287,9ff62862,
en,line:000b820,Manaia: Not yet. There's still some places I should check out on this floor.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene3,297,f4313684,
en,line:06f5e99,"Manaia: Interesting, how did they get a hold of such extinct material.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,BarIntro,307,7a7d455a,
en,line:08f3b11,Bartender: Could I be so kind in offering you a drink?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,BarIntro,308,d253312b,
en,line:0c200e6,"Manaia: I'm fine thank you, just taking a look at this instillation.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,BarIntro,309,05c4034d,
en,line:0351218,"Bartender: Oh yes, our Host is very fond of this new flora matter that they've discovered.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,BarIntro,310,43c6ca3f,
en,line:0b57077,Display Attendant: What we have here is a catagory B item. Lethe's Blessing.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,336,e8f050a3,
en,line:0c49ec1,"Display Attendant: A rare flower, local to the coastlines of <b>Mórport</b>, the City of Soot.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,338,c0776554,
en,line:0278150,"Display Attendant: When crushed and mixed into a drink, it has a tart but agreeable taste.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,339,7d7cc8cf,
en,line:02f5eec,"Display Attendant: Enjoy intoxicated bliss, and be rid of the painful memories which haunt you!",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,340,49fcf3f1,
en,line:0051487,"Display Attendant: You only need a spoonful, to experience its full effects.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,341,3902f669,
en,line:02e77e1,"<i>You recognise this flower. Lethe's blessing... what an underhanded name. Lethe's curse is closer. A blight upon your hometown. It's hardly the ""rare"" wonder he's advertising it as. </i>",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,343,d809afbf,
en,line:02ebabe,<i>Experience minute brain damage... and become addicted to transforming yourself into a drooling vegetable.</i>,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,344,dc6f2ef8,Line metadata: lastline
en,line:0cf0619,Warn them.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,346,5a75e68c,
en,line:05a6c2c,Manaia: Thats not—,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,350,fff19ca4,
en,line:08b9200,"<i>Before you can finish, you're interrupted by sharp laughter.</i>",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,351,4b18a724,
en,line:05247db,Stay Silent.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,353,56aa93aa,
en,line:06478d1,"<i>As the attendant is about to continue, he's interrupted by sharp laughter.</i>",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Terrarium,355,3b61761a,
en,line:0428891,<i></i>,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene4_Cont,364,663ddd7a,
en,line:02a5af0,Display Attendent: Sir...?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene4_Cont,366,9d0bc15c,
en,line:073cabb,"Display Attendant: I appreciate your glee, but I assure you this is no tent show.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene4_Cont,368,1a5a8455,
en,line:041f6cf,"Mysterious Stranger: Oh, no no. This is good stuff. Lethe's blessing was it? Delightful. Pierre is simply showing anything this year.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene4_Cont,371,2dabed9c,
en,line:0f27493,Mysterious Stranger: Can't very well expect him to outdo himself every time I suppose. Merely plants more dullards for the next.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene4_Cont,372,e4427d0d,
en,line:02e413e,Display Attendant: I'm sorry?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene4_Cont,375,1a5d1012,
en,line:026e204,Mysterious Stranger: Do go on. I can scarcely wait to see this completely run to seed.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene4_Cont,378,6713630e,
en,line:07f16cc,Display Attendant: Ah... Well.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene4_Cont,381,c4dfe015,
en,line:0508a7a,"Display Attendant: Lethe's Blessing is... This particular plant's history, yes.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene4_Cont,382,f6556a78,
en,line:01f85f9,"Servant1: We've had some strange things happen.  ""That place"" has been a lot more active...and not in a good way",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Eavesdrop_1,397,056b252e,
en,line:05e8f91,"Servant2: No, no, we're not talking occult during work time again. Let's just get this to the next room.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Eavesdrop_1,399,a919b5ba,
en,line:0135a14,"Manaia: <i>Three's a crowd, huh? Seems they won't talk with me here.</i>",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5_Infront,409,0bc931b2,
en,line:0c75789,"Servant 1: I’m telling you. Ever since that day, I’ve been losing things, tripping over nothing, I broke five plates yesterday. She has it out for me!",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5,419,088f502c,
en,line:019a693,Servant 2: That’s just you being a clutz.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5,420,ae2fe2f0,
en,line:07c7377,"Servant 1: No, honest.  Everytime it happens, I keep seeing her. Drab as always and scowling at me something terrible.",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5,421,c9e26add,
en,line:08ae447,Servant 1: You think it's cause I made her clean <b>The Four’s</b> rooms for me? So I could nab some of her hairpins?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5,422,3837bf81,
en,line:0e2c48d,Servant 1: Not like I'd know she'd get a bullet to the head in the process.,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5,423,3064bb76,
en,line:03d29a5,Servant 2: What! How could you?,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5,424,36584b2f,
en,line:0c856e8,Servant 2: I had dibs on those!,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5,425,839b9d90,
en,line:0f9df12,"Manaia: <i>A maid died while cleaning ""The Four's"" rooms. </i>",C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5_1,435,f4ed304b,
en,line:0302eb1,Manaia: <i>Is this one of the maid's Fionn was talking about? </i>,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5_1,436,c6863309,
en,line:00d31ca,Manaia: <i>Was Niamh working as...</i>,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5_1,437,49862a10,
en,line:0dcb3ff,Manaia: <i>No. I don't want to believe that. </i>,C:\Users\lrmcl\OneDrive\Documents\GitHub\G1\Experimentations\Assets\TTBU\Scripts\Yarnspinner\TTBU.yarn,Scene5_1,439,fd78c5f5,
